Mot;Autre forme;Definition;Nature du mot;Francais;Anglais;;
N?? so?g wud (V);;;Mba?ncob?;Baigner (se);;;
N?? yeg? (V);;;Mba?ncob?;ba?iller;;;
Swàndà (5/6);;;L?n;Balai;;;
N?? be?? t?? (V);;;Mba?ncob?;Balayer;;;
N??nà?nsi?ndà (3/6);;;L?n;Balayure ;;;
Ndia? (3/6);;;L?n;Bambou;;;
nko?? l?? (1/6);;;L?n;Bambou;;;
Ba?mnt?n? (1/6);;;L?n;Bambou(moellede);;;
K?l?? (5/4) ba?k??l??;;;L?n;Banane ;;;
Tu?nk??l? (5/4);;;L?n;Bananier ;;;
nt??ntk??l?? (5/4);;;L?n;Bananier;;;
ndà?nkàb (1/6);;;L?n;Banque;;;
D? nkàb (1/6);;;L?n;Banque ;;;
ndà?mb?m (1/6);;;L?n;Banque;;;
kwe?nts? (3);;;L?n;Baptˆme;;;
N??  fà kwe?nts? (V);;;Mba?ncob?;Baptiser(administrer) ;;;
N? kwe?nts? (V);;;Mba?ncob?;Baptiser (se faire);;;
N?? fà l?n (1/6);;;L?n;Baptiser (donner un nom);;;
ndà?ndu?? (1/6);;;L?n;Bar ;;;
d?ncu?;;;L?n;Barbe ;;;
nya??ncu? (6);;;L?n;Barbe;;;
La?nts?ba? (1/6);;;L?n;Barque ;;;
ta?mntsi? (1);;;L?n;Basket ball;;;
(T?m) n??ndia?? (4);;;L?n;Bas ventre;;;
La?nts?ba? (1/6);;;L?n;Bateau;;;
Kog, shua?a (5/4);;;L?n;Bƒton;;;
K?l? (5/4);;;L?n;Bƒtonnet ;;;
nso??c? (1/6);;;L?n;Bavard ;;;
N?? cobt? (V);;;Mba?ncob?;Bavarder ;;;
N?? cu??u (V);;;Mba?ncob?;Bavarder ;;;
N??nd? (4);;;L?n;Bave ;;;
Nk??k?? (4);;;L?n;Bave (sŠche) ;;;
bw?? (adj);;;;Beau (belle);;;
Yàm? (adv);;;;Beaucoup;;;
m??nndu (1/6);;;L?n;Beau-fils;;;
m??nnzwi (1/6);;;L?n;Beau-fils;;;
Nts? (1/6);;;L?n;Beau-fils;;;
M?nndu (1/6);;;L?n;Beau-frŠre;;;
Nts?,tàndu (1/6);;;L?n;Beau-pŠre;;;
Bw?? (1/6);;;L?n;beaut‚? ;;;
N?? sh??t? (v) ;;;Mba?ncob?;be?gayer;;;
 Nga?sh??t?? (1/6);;;L?n;Be?gue ;;;
ko?nj?? (1/6);;;L?n;be?lier;;;
Nzwim??n (1/6);;;L?n;Belle-fille;;;
m??nndu (1/6);;;L?n;Belle-fille;;;
m??nnzwi (1/6);;;L?n;Belle-fille;;;
Màndu (1/6);;;L?n;Belle-me?re;;;
Mants? (1/6);;;L?n;Belle-me?re;;;
Màdu (1/6);;;L?n;Belle-s?ur;;;
Mànts? (1/6);;;L?n;Belle-s?ur;;;
nyà?m (1/6);;;L?n;Be?te;;;
c?n (adj);;;;be?te;;;
K??dfi (5/4);;;L?n;Bic (stylo);;;
Nga?fen (1/6);;;L?n;Bienheureux;;;
nga?so?gnzw? (1/6);;;L?n;Blanchisseur;;;
Nso?gnzw? (1/6);;;L?n;Blanchisseur;;;
N?? cà?bt?? (V);;;Mba?ncob?;Blasph‚mer;;;
Nsa (4);;;L?n;bl‚?;;;
N?? k??? (V);;;Mba?ncob?;Blesser;;;
N?? l?m? (V);;;Mba?ncob?;Blesser;;;
Mfa?? (1/6);;;L?n;Blessure;;;
Ncu?mfa?? (1/6);;;L?n;Blessure;;;
là?fa?e (5/4);;;L?n;Blessure;;;
Nyà?mna? (1/6);;;L?n;B?uf;;;
Na? (1/6);;;L?n;B?uf  ;;;
Ko? (5/4);;;L?n;BoŒte ;;;
To? (5/4);;;L?n;Boite ;;;
N?? k??? (V);;;Mba?ncob?;Boiter;;;
mba??lo?k?? (1/6);;;L?n;Boiteux ;;;
Nk???k??d (1/6);;;L?n;Boiteux ;;;
N?? nu (V);;;Mba?ncob?;Boire;;;
ncw?n (3);;;L?n;Bois;;;
F??n (5/4);;;L?n;Bois;;;
Ncw?n jum (3);;;L?n;Bois sec;;;
Ncw??n fi (3);;;L?n;Bois vert;;;
ju?nu (3);;;L?n;Boisson;;;
bw?? (adJ);;;;Bon ;;;
M??bw? (adj);;;;Bon ;;;
M??nm??bw? (adj);;;;Bon;;;
Mbw??ju (3/6);;;L?n;Bon (chose);;;
Mbw??m??n (1/6);;;L?n;Bon (personne);;;
F?n (5);;;L?n;Bonheur;;;
Fu?? (5);;;L?n;Bonheur;;;
ntsw??m??bw? (1);;;L?n;Bonheur ;;;
bw??nt? (3);;;L?n;bonte? ;;;
Nka? (3);;;L?n;Bord;;;
Ngo?? (3);;;L?n;Bord;;;
to?diàg (1/6);;;L?n;Borgne;;;
Tu? mv??n (1/6);;;L?n;Bossu;;;
Nga?? (1/6);;;L?n;Boubou;;;
fo?dmbw?e (5/6);;;L?n;Bouc;;;
Cu??t??;;;L?n;Boucan;;;
ya?g mbàb (1);;;L?n;boucane?e ( viande);;;
Ncu? (3/6);;;L?n;Bouche ;;;
ncu?ncu? (adv);;;;Bouche a? bouche;;;
Ncu? mi?i (adv);;;;Bouche be?e;;;
Nsw?n mbàb (1/6);;;L?n;Boucher;;;
wa? mbàb;;;L?n;bouche?rie;;;
c??dnco? (1/6);;;L?n;Bouclier;;;
N?? c?a?gt??wud (V);;;Mba?ncob?;Bouder(par desgestes;;;
C?a?gt??wud (1/6);;;L?n;Bouderie;;;
N??to?b (1);;;L?n;Boue;;;
to?bt?? (adj);;;;Boueux;;;
N??b??n? (adj);;;;Bouillant;;;
ndu?mm??n (1/6);;;L?n;Bouillant (homme);;;
N?? ne (V);;;Mba?ncob?;Bouillir;;;
K?o??nz?? (1/6);;;L?n;Boulevard;;;
t??n??to?b (5/4);;;L?n;Bourbier;;;
Nto?n (1/6);;;L?n;Bourgeon;;;
Nto?nnk?à (1/6);;;;Bourgeon (raphia);;;
N?? b?d nka?? (V);;;Mba?ncob?;Bourgeonner;;;
N?? zwiàg? (v);;;Mba?ncob?;Bourrer;;;
Mv???,ywimt?? (1/6);;;L?n;Bourse;;;
Tudt? (1/6);;;L?n;Bousculade;;;
Ne?t?nd?? (1/6);;;L?n;Bousculade;;;
N?? tudt? (V);;;Mba?ncob?;Bouscuer;;;
N?? t?n? (V);;;Mba?ncob?;Bousculer;;;
Nca? (1/6);;;L?n;Bouteille;;;
ndà?ntàn? (1/6);;;L?n;Boutique;;;
nga?ndà?ntàn? (1/6);;;L?n;Boutiquier;;;
mba??nzw? (3/6);;;L?n;Bouton;;;
Nyadnyà?m(1/6);;;L?n;Buffle;;;
Tsw??fia??(3/6);;;L?n;Buisson;;;
Tsw??n??nà?(3/6);;;L?n;Buisson;;;
D???fa??(3/6);;;L?n;Bureau;;;
Nko??fa??(3/6);;;L?n;Bureau;;;
K?dt??ng??();;;L?n;Bureaucratie;;;
Ndà?ndu??(1/6);;;L?n;Buvette;;;
Nu?ndu??(1/6);;;L?n;Buveur;;;
Nga?nu(1/6);;;L?n;Buveur;;;
;;;;;;;
M?nyit?t? (1);;;L?n;Cache-cache;;;
N?? l??m? (V);;;Mba?ncob?;Cacher;;;
Mà?kwa (1/6);;;L?n;Cachet;;;
Sitàme (1/6);;;L?n;Cachet;;;
N?? t? mà?kwa (V);;;Mba?ncob?;Cacheter;;;
N?? tesitàme (V);;;Mba?ncob?;Cacheter;;;
F? (1/6);;;L?n;Ccadavre;;;
Nda?? (1/6);;;L?n;Cadeau;;;
Nda??ntum (1/6);;;L?n;Cadeau;;;
N?? fà nda?? (V);;;Mba?ncob?;Cadeau(faire);;;
f??n (1/6);;;L?n;Cadenas;;;
nt???nja?m (1/6);;;L?n;Cadet;;;
Ngu?(1);;;L?n;Cadi;;;
N?? nu ngu? (V);;;Mba?ncob?;Cadi(boire le);;;
ba?dndà (3/4);;;L?n;Cadre;;;
Nd? (3);;;L?n;Cadre;;;
Nga?ca?gt?? (1/6);;;L?n;Cadre ;;;
Tu (3/6);;;L?n;Cadre;;;
To? (5/4);;;L?n;Cadre (tableau);;;
Bu?ki? (5/4);;;L?n;Cahier;;;
Kwango?? (5/4);;;L?n;Caillou;;;
Ngo? (1/6);;;L?n;Caillou;;;
ngà?mnts? (1/6);;;L?n;Ca‹man;;;
N??tata (1/6);;;L?n;Calcul;;;
Lo?ta (1/6);;;L?n;Calculatrice;;;
N?? ta (V);;;Mba?ncob?;Calculer ;;;
Ntu? (1/6);;;L?n;Calebasse;;;
t??nnts? (3/4);;;L?n;Calebasse;;;
sha?? nk?à (1/6);;;L?n;Calebasse (pour vigner);;;
ngandàm (1/6);;;L?n;Calomniateur;;;
ndàm (1/4);;;L?n;Calomnie;;;
N?? sa? ndàm (V);;;Mba?ncob?;Calomnier;;;
N?? tana (V);;;Mba?ncob?;Calomnier;;;
be?? nu?mnzwi?n ;;;L?n;Calvitie;;;
Tu n??tonso? (adj);;;;Calvitie en M;;;
Nko?ka?g (1/6);;;L?n;Camion;;;
N?? la?b zwi? kog(v);;;Mba?ncob?;Camoufler le rire;;;
Nga?bnts?, lo?d (1/6);;;L?n;Canard (cane);;;
ka?bca?a (1/4);;;L?n;Canari;;;
K?tu?u (1/4);;;L?n;Canari;;;
Mb?nmb?n??(1/6);;;L?n;Cancrelat;;;
Fubnts? (1/6);;;L?n;Caniveau ;;;
Kog (5/4);;;L?n;Canne;;;
Nk??ku (1/6);;;L?n;Canne a? sucre;;;
kwi?yw?l? (5/4);;;L?n;Cantique;;;
yo?bkwi (5/4);;;L?n;Cantique;;;
A gh? ng?? (v);;;Mba?ncob?;Capable ( il est);;;
A ku??ni? (v);;;Mba?ncob?;Capable ( il est);;;
Mba?? (1/6);;;L?n;capacit‚?;;;
N??ku??ni? (1/6) ;;;L?n;Capacit‚;;;
N??ku? ni? (1/6);;;L?n;Capacit‚;;;
Ng?? (1/6);;;L?n;Capacit‚;;;
Nt?d (3);;;L?n;Capital  ;;;
Mà?nt?d (3);;;L?n;Capital (initial);;;
T??dla? (1);;;L?n;Capitale;;;
T?dng?,ncw?d(3/6);;;L?n;Capitale;;;
Bu?? (3/6);;;L?n;Captif;;;
N?? gho?m? ( V);;;Mba?ncob?;Captiver;;;
Ya?ba?? (3/4);;;L?n;Capturer;;;
nu?mmb?? (conj);;;;Car (automobile);;;
Nbu?mt??nz?? (1/6);;;L?n;Car (conjonction);;;
Mbu?mt??nz? (1/6);;;L?n;Carrefour ;;;
Mfa?gt?nz?? (1/6);;;L?n;Carrefour ;;;
Ba??;;;L?n;Case;;;
ba?? gh??n (3/6);;;L?n;Case de passage;;;
Kag (5/4);;;L?n;Casier;;;
N?? tsil? (V);;;Mba?ncob?;Casser;;;
sa?làg (5/4);;;L?n;Cataracte;;;
N?? gh?? (V);;;Mba?ncob?;Causer(occasionner);;;
N?? cobt? (V);;;Mba?ncob?;Causer (parler);;;
Cw??d (3);;;L?n;Caution ;;;
N? tomt? nu (V);;;Mba?ncob?;Cautionner;;;
N?? yab cw??d (V);;;Mba?ncob?;Cautionner;;;
Nga?blo?? (1/6);;;L?n;Caverne;;;
Ju ze (conj);;;;Ce que;;;
F? (3);;;L?n;ce?cite?;;;
N?? kà?g? (V);;;Mba?ncob?;Ceder;;;
N?? fa?e, n?? nyà (V);;;Mba?ncob?;Ceder;;;
Ko?b (5/4);;;L?n;Ceinture;;;
N?? tsia??t?? (V);;;Mba?ncob?;ce?le?brer;;;
N?? fà nku?? ni? (V);;;Mba?ncob?;ce?le?brer;;;
ndu?mm??n (1/6);;;L?n;ce?le?bre ;;;
Gha??ju (1/6);;;L?n;ce?le?bre;;;
Nkwi? (1/6);;;L?n;ce?libat;;;
nkwimba? (1/6);;;L?n;ce?libataire;;;
Ko?f?m??n (1/6)   ;;;L?n;cercueil;;;
Mbu?mf? (1/6);;;L?n;Cercueil;;;
njuànyà?m (1/6);;;L?n;Cerf;;;
nda??nda? (adv);;;;Certain;;;
N?n?n? (adj);;;;Certain;;;
Mo? (adj);;;;Certain;;;
Ts??mo? o (adj);;;;Certain (s);;;
Nz??? tu (1/6);;;L?n;Cerveau ;;;
N?? tsin? (V);;;Mba?ncob?;Cesser ;;;
N?? fan?e,n?? nyà (V);;;Mba?ncob?;Cesser;;;
N?? cua (V);;;Mba?ncob?;Cesser;;;
zw??nt? (1);;;L?n;Chagrin;;;
Zw? (1);;;L?n;Chagrin;;;
Mbà?bwud (1/6);;;L?n;Chair;;;
D?? n?? tsin ncon nu?;;;L?n;Chaire;;;
Dia? (5/4);;;L?n;Chaise;;;
to?? ndà (1/4);;;L?n;Chambre ;;;
To? zi (1/4);;;L?n;Chambre a? coucher;;;
ndànu?nà? (1/6);;;L?n;Chambre d?agriculture;;;
To?? nts? (1/4) ;;;L?n;Chambre d?eau;;;
ndà?nu?ntàn? (1/6);;;L?n;Chambre de commerce;;;
Kàm?l (1/6);;;L?n;Chameau;;;
Nà? (3/4);;;L?n;Champ ;;;
cw?d  (3/6);;;L?n;Champ ;;;
ko?bnk?à (3/6);;;L?n;Champ (de raphia);;;
b?? nd??s? (adv);;;;Champ (sur le);;;
Ts?? bw? (adv);;;;Champ (sur le);;;
Bw??lin? (1);;;L?n;Chance ;;;
N?? ba?t?? (V);;;Mba?ncob?;Changer ;;;
N?? ka??e (V);;;Mba?ncob?;Changer;;;
Nga?ba?t?? (1/6);;;L?n;Changeur;;;
Kwi? (5/4);;;L?n;Chant;;;
yo?bkwi? (5/4);;;L?n;Chant;;;
N?? yo?b kwi? (V);;;Mba?ncob?;Chanter ;;;
N?? t? (V);;;Mba?ncob?;Chanter ( coq);;;
N?? t?ot? v? (V);;;Mba?ncob?;Chant(complantes) ;;;
Nga?yo?bkwi (1/6);;;L?n;Chanteur;;;
Nd??ba?? nkàn? (1);;;L?n;Chanvre indien;;;
Kàlige (5/4);;;L?n;Char;;;
k??ki?mbwog? (3);;;L?n;Charbon;;;
Ng?? mbwog? (1/6);;;L?n;Charbon ardent;;;
nga?? lo?? (3);;;L?n;Chardon;;;
Nu? nko?nd??n (adj);;;;Charitable;;;
ko?nd??n (3);;;L?n;charite?;;;
Nk??ni? (1/4);;;L?n;charite?;;;
Z??mbà?bwud (adj);;;;Charnel;;;
Nconyàm (adj);;;;Charnu;;;
Nga?sw??ba?? (1/4);;;L?n;Charpentier;;;
Nki?m tu?ba?? (1/6);;;L?n;Charpentier;;;
Yo?? (5);;;L?n;Chasse;;;
N?? ta?a (V);;;Mba?ncob?;Chasser;;;
N?? ta?yo?? (V);;;Mba?ncob?;Chasser;;;
Nga?ta? yo?? (1/6);;;L?n;Chasseur;;;
Nta?? yo?? (1/6);;;L?n;Chasseur;;;
K??l??n me?nnzwi ;;;;Chaste;;;
K??l??n màndu?m;;;;Chaste;;;
Bu?si (1/6);;;L?n;Chat;;;
Nt?nts? (1/4);;;L?n;Chateau;;;
N?? nya??t?? (1/4);;;L?n;Chatouiller;;;
N??dum (adj);;;;Chaud;;;
N?? du?mt?? (V);;;Mba?ncob?;Chauffer;;;
N?? du?m? (V);;;Mba?ncob?;Chauffer;;;
Nga?so?? (1/6);;;L?n;Chauffeur;;;
B?n? (3);;;L?n;Chaume;;;
Nyi? (3);;;L?n;Chaume;;;
Nyi?? nga? (3);;;L?n;Chaume;;;
N?? so? nk?to?o (V);;;Mba?ncob?;Chausser;;;
Nk?to?o  (4);;;L?n;Chaussure;;;
Be?? nu?mnzwi?n (1/6);;;L?n;Chauve;;;
N??l?n? (1/6);;;L?n;Chauve-souris;;;
Mb?m? (1);;;L?n;Chaux;;;
Mf??n (1/6);;;L?n;Chef;;;
Tà?ng?? (1/6);;;L?n;Chef ( de l?etat);;;
Tà?fa??/mà?fa?? (1/6);;;L?n;Chef de service;;;
Ncw?d (3/6);;;L?n;Chefferie;;;
Famncw?d (1);;;L?n;Chefferie  abandonne?e;;;
Mà?nz?? (1/6);;;L?n;chemin;;;
Nz?? (1/6);;;L?n;Chemin;;;
Ta?njo?? (adj);;;;Cher;;;
N?? dia?g? (V);;;Mba?ncob?;Chercher;;;
N?? ca?? (V);;;Mba?ncob?;Chercher;;;
Nga?dià?g (1/6);;;L?n;Chercheur;;;
Nga?ca?ntu?n (1/6);;;L?n;Chercheur;;;
Nca??ntu?n (1/6) ;;;L?n;Chercheur;;;
Nyà?mndia?? (1/6);;;L?n;Cheval;;;
Nya??tu (6);;;L?n;Cheveux;;;
Fo?gtu (1/6);;;L?n;Cheveux? blanc;;;
Mba?ku? (1/4);;;L?n;Cheville;;;
Mbw? (1/6);;;L?n;Che?vre;;;
?wa?g (1/6);;;L?n;Chicotte;;;
Shua?a (5/4);;;L?n;Chicote ;;;
Mb? (1/6);;;L?n;Chien;;;
Mb??yo?? (1/6);;;L?n;Chien (de chasse);;;
Là?gt?nt?? (5/4);;;L?n;Chiffre;;;
Càmnj??? (1/6)   ;;;L?n;chimpanze?;;;
Ngwa (1/4);;;L?n;Chique;;;
Bwo?? (adv);;;;Ch?ur (en);;;
N?? ka? (V);;;Mba?ncob?;Choisir ;;;
N?? co?o (V);;;Mba?ncob?;Choisir;;;
N??co?o /n??ka? (1/6);;;L?n;Choix;;;
Ku?mkwi? (5/4);;;L?n;Chorale;;;
Ju (3/6);;;L?n;Chose;;;
Fogfognts? (1/6);;;L?n;Chute d?eau;;;
Zogzognts? (1/6);;;L?n;Chute d?eau (point de ) ;;;
Màtu?n (adv);;;;Ci-dessous ;;;
Mf?t? (adv);;;;Ci-dessous;;;
Nu?nt? (adv)  ;;;;Ci-dessus;;;
Ka?mànya?m ;;;L?n;ciel;;;
Nya??miàg (6);;;L?n;Cils ;;;
Nc?a (1/6);;;L?n;Cime;;;
Tu (1/6);;;L?n;Cime;;;
D??? tu?fi? (3/4);;;L?n;Cimetie?re ;;;
Dia?y?n (1/6);;;L?n;Cinema;;;
Zwia?t?? (adj);;;;Cingle?;;;
Tà?n (adj);;;;Cinq;;;
Madt?? tà?n (adj);;;;Cinquie?me ;;;
Nc??? nu?m ts?? tà?n ;;;;Cinquie?me (1/5);;;
N?? ma?? m??n nja? (v);;;Mba?ncob?;Circoncire;;;
Nà? si k?d (V);;;Mba?ncob?;Circoncire;;;
Nà?conja? (1);;;L?n;Circoncision ;;;
M?nla?/m??nng??(1/6;;;L?n;Citoyen;;;
N??làn? (adj);;;;Clair;;;
N??lànba? (adj);;;;Clair (teint);;;
Nj??nnz?? (1/6);;;L?n;Clairvoyant;;;
Nz??nu? (1/6);;;L?n;Clairvoyant ;;;
Ndà??wa??ni? (1/6);;;L?n;Classe;;;
Ghuàn (1/6);;;L?n;Classe;;;
Ba??f??n (1/6);;;L?n;Cle?;;;
N??ghuagnu? (1);;;L?n;Cle?mence;;;
Ngwa?gnu? (adj);;;;Cle?ment;;;
Nga?ntàn? (adj);;;;Client;;;
?wa (3/6) ;;;L?n;Cloche;;;
N?lo? (3/6);;;L?n;Clou;;;
N?? kwi?m? (V);;;Mba?ncob?;Clouer;;;
Mba?m??kal? (3/4);;;L?n;Coco (noix de);;;
Nt? (3/6);;;L?n;C?ur ;;;
K??nt? (1/6);;;L?n;C?ur ;;;
Njà?m (1/6);;;L?n;Cogne?e;;;
N?? kom tu (V);;;Mba?ncob?;Coiffer;;;
N?? ba? tu (V);;;Mba?ncob?;Coiffer;;;
N??  t? c??? (V);;;Mba?ncob?;Coiffer (se);;;
Nga?komtu (1/6);;;L?n;Coiffeur;;;
Nko?mtu (1/6);;;L?n;Coiffeur;;;
C??? (5/4);;;L?n;Coiffure;;;
làg (1);;;L?n;Coin ;;;
Tog (1);;;L?n;Coin;;;
Ya?nt? (3);;;L?n;Cole?re;;;
Nga?yant? (1/6);;;L?n;Cole?reux;;;
Nga?zw? (1/6);;;L?n;Cole?reux;;;
Nshu?nfa? (1/6);;;L?n;Collaborateur;;;
?à , zi?n (3);;;L?n;Colle;;;
?àbt?? (1);;;L?n;Colle;;;
Ma?? t?? (1);;;L?n;Collecte;;;
N?? k?mt?? (V);;;Mba?ncob?;Collecter;;;
Ndà??wa?ni t??dk?l?;;;L?n;Colle?ge;;;
Nshu?nfa?? (1/6);;;L?n;Colle?gue;;;
N?? ?àb? (V);;;Mba?ncob?;Coller;;;
N?? ?àbt?? (V);;;Mba?ncob?;Coller;;;
K??nga? (1/4);;;L?n;Colline;;;
Ka?? mv??n (5/4);;;L?n;Colonne verte?brale;;;
Nco? (3);;;L?n;Combat;;;
Nzw??? (5/4);;;L?n;Combat;;;
Nga?l??nco? (1/6);;;L?n;Combattant;;;
N?? l??? (V);;;Mba?ncob?;Combattre;;;
Si?i (adv);;;;Combien;;;
N?? ko? yàm? (V);;;Mba?ncob?;Combler;;;
N?? zwiàgt? (V);;;Mba?ncob?;Combler;;;
Cu?zwi? (6);;;L?n;Comedie;;;
Dia?zwi (5);;;L?n;Come?di;;;
Nu?zwi? (3);;;L?n;Come?die;;;
Nko?mzwi? (1/6);;;L?n;Come?dien ;;;
Nga?ko?mzwi? (1/6);;;L?n;Come?dien;;;
Tsw??kum (5/4);;;L?n;Comite?;;;
Màtsw??? kum (5/4);;;L?n;Comite? central;;;
Ku?mdia?gfu? ;;;L?n;Comite? de developpement;;;
N??to? (1/6);;;L?n;Commandement;;;
N?? to? (V);;;Mba?ncob?;Commander;;;
Kw?nca?? (1/6);;;L?n;Commando;;;
N??to?t?  (1);;;L?n;Commencement;;;
N??to?o (V);;;Mba?ncob?;Commencer;;;
Tà??to?nku? (1/6) ;;;L?n;Commissaire;;;
Ndà?nto?ku? (1/6);;;L?n;Commissariat;;;
Ntswi?nk??n (1/6);;;L?n;Communicateur;;;
Nk??n (3/6);;;L?n;Communication;;;
Nk??n (3/6);;;L?n;Communique?;;;
N?? tswi? nk??n (V);;;Mba?ncob?;Communiquer;;;
Shunzi?n (5);;;L?n;Compagnon ;;;
Ko?nd?n (3);;;L?n;Compassion;;;
Nd??n (4);;;L?n;Compassion;;;
Ma? ;;;L?n;Comp‚tition;;;
Ma?nd?;;;L?n;Comp‚tition de course;;;
Mi?b (1/6);;;L?n;Compl‚ment ;;;
N?? kwi??t?? (V);;;Mba?ncob?;Completer;;;
N?? mi?be (V);;;Mba?ncob?;Completer;;;
N?? zwiagt? (V);;;Mba?ncob?;Completer;;;
Là?bncu? (1);;;L?n;Compliment;;;
Nda?b (4);;;L?n;Compliment;;;
N?? là?b?? (V);;;Mba?ncob?;Complimenter;;;
N?? t?n ndà?b (V);;;Mba?ncob?;Complimenter;;;
N?? zencà?m (3);;;L?n;Complot;;;
N?? ncà?m (V);;;Mba?ncob?;Comploter;;;
Nga? ze ncà?m (1/6);;;L?n;Comploteur;;;
Ku?zi?n (5);;;L?n;Comportement;;;
Ma?d (1/6);;;L?n;Comportement ;;;
Mb? (4);;;L?n;Comportement;;;
Ng??ninu (4);;;L?n;Comportement;;;
Ntsw?ndà (4);;;L?n;Comportement;;;
N?? gh?? (V);;;Mba?ncob?;Comporter;;;
N?? gh?? (ma?d) (V);;;Mba?ncob?;Comporter (se);;;
Ma?dn??ju?nu? (1);;;L?n;Compre?hension;;;
N??sia?t? (1);;;L?n;Comprehension;;;
N?? ju?u (V);;;;Comprendre;;;
Nsia??nàb (1);;;L?n;Comptable;;;
N?? sian?? (V);;;Mba?ncob?;Compter;;;
N?? t?nt? (V);;;Mba?ncob?;Compter;;;
Nko? (3/6);;;L?n;comptoir   ;;;
Nko? ntàn? (3/6);;;L?n;comptoir;;;
Wa?ntàn? (3/6);;;L?n;Comptoir;;;
La? (5/4);;;L?n;Concession;;;
Ben? (3);;;L?n;Concession;;;
N?? kwa?t?? (V);;;Mba?ncob?;Concevoir (qqch);;;
N?? lel? (V);;;Mba?ncob?;Concevoir (bebe);;;
N?? j?m? (V);;;Mba?ncob?;Concevoir (bebe);;;
M?nla? (1/6);;;L?n;Concitoyen ;;;
M??nng?? (1/6);;;L?n;Concitoyen;;;
Ma? (1/6);;;L?n;Concurrence;;;
N??ma??nca? (1/6);;;L?n;Condamnation;;;
Ma?? nca? (1/6);;;L?n;Condamnation;;;
N?? ma??nca? (V);;;Mba?ncob?;Condamner;;;
Fi?mmd? (1/6);;;L?n;Condom;;;
Nga?so?? (1/6);;;L?n;Conducteur;;;
Nga?ca?gt?? (1/6);;;L?n;Conducteur;;;
N?? so??? (V);;;Mba?ncob?;Conduire;;;
N?? ca?gt?? (V);;;Mba?ncob?;Conduire;;;
Dia?ncob? (3/4);;;L?n;Conference;;;
N?? bam nu?ke?bw??(V);;;Mba?ncob?;Confesser;;;
N?? ma?? njom (V);;;Mba?ncob?;Confesser;;;
Njo?m (4);;;L?n;Confession;;;
Mbu?mt??nts? (1/6);;;L?n;Confluent;;;
N?? tsw??t? nt? (V);;;Mba?ncob?;Confondre;;;
Cu?? tu (1);;;L?n;Confusion;;;
Tà?bt? (1/6);;;L?n;Confusion;;;
Mà?kum (1/4);;;L?n;Congre?s;;;
N?? l??n? (V);;;Mba?ncob?;Connai?tre;;;
N?? z? (V);;;Mba?ncob?;Connai?tre;;;
Nt?m??n (3/6);;;L?n;Conscience;;;
Nz??nt? (1/6);;;L?n;Conscience;;;
Sa??nt? (3/4);;;L?n;Conscience;;;
Ntàg? (4);;;L?n;Conseil;;;
Nts??t?? (1/6);;;L?n;Conseil (reunion);;;
N?? tàg? (V);;;Mba?ncob?;Conseiller;;;
N?? tàgt? (V);;;Mba?ncob?;Conseiller;;;
Nga?fàntàg? ;;;L?n;Conseiller ;;;
Nga?tàgt??  ;;;L?n;conseiller ;;;
Fit??nt? (1);;;L?n;Consolation;;;
N?? fi? t? (V);;;Mba?ncob?;Consoler;;;
N?? tww??t? nt? (V);;;Mba?ncob?;Consoler;;;
N?? zibt? (V);;;Mba?ncob?;Consoler;;;
C?bnkw? (adj);;;;Constant;;;
N?? kw?l? (V);;;Mba?ncob?;Construire;;;
N?? k? (V);;;Mba?ncob?;Consument;;;
C?? (1/6);;;L?n;Conte;;;
N?? gha (V);;;Mba?ncob?;Contester;;;
N?? so??t?? ncobe (V);;;Mba?ncob?;Contester;;;
Nso??c?? (1/6);;;L?n;Conteur;;;
Dibàca?a (3/6);;;L?n;Continent;;;
Ka?? (3/6);;;L?n;Contour;;;
N?? bi?nt?? (V);;;Mba?ncob?;Contourner;;;
N?? dia? mbu?m?(V);;;Mba?ncob?;Contourner;;;
N?? ka??t?? (V);;;Mba?ncob?;Contourner;;;
N?? nàn? (V);;;Mba?ncob?;Contraindre;;;
Ngo? (3/6);;;L?n;Contree;;;
N?? ywi?mt?? (V);;;Mba?ncob?;Contribuer;;;
N?? ma?t?? (V);;;Mba?ncob?;Contribuer;;;
Ma??t?? (1/6);;;L?n;Contribution;;;
Mfàbw?? (1/6);;;L?n;Contribution;;;
N?? nku??u (V);;;Mba?ncob?;Convenir;;;
N?? bol? (V);;;Mba?ncob?;Convenir;;;
N?? gh???t?? (V);;;Mba?ncob?;Convoiter;;;
Gh???t?? (1/6);;;L?n;Convoitise;;;
Ku?mfa?? (5/4);;;L?n;Cooperative;;;
N?? ?a?m mfa??a (V);;;Mba?ncob?;Cooperer;;;
K???ngab (5/4);;;L?n;Coq;;;
Màla (1/6);;;L?n;Corbeau;;;
Ke?so?? (5/4);;;L?n;Corbeille;;;
Ka?g (5/4);;;L?n;Corbeille;;;
Nk? (3/6);;;L?n;Corde;;;
Mv??d (1/6);;;L?n;Corde;;;
Nd? (1/6) -(4);;;L?n;Corne;;;
Wud (1/6);;;L?n;Corps;;;
Wu?dm??nnt??n (1/6);;;L?n;Corps;;;
Gha? ;;;L?n;Corps (corporation;;;
T?nwud (5/4);;;L?n;Corps constitution du;;;
Nka?mwud (1/6);;;L?n;Corps (partie du);;;
Bu??wud (5/4);;;L?n;Corpulence;;;
N??tsiàgt? (1);;;L?n;Correction ;;;
